task_id,timestamp,hour_of_day,day_of_week,month,shift_type,operator_id,machine_id,machine_type,task_type,weather,soil_condition,operator_skill_level,operator_experience_years,engine_hours,fuel_level_pct,payload_tonnes,temperature_c,distance_m,idle_time_pct,previous_task_time_min,estimated_time_min,actual_time_min,time_delta_min
T01273,2026-07-12 00:39:22,0,6,7,night,OP1026,GRD003,Grader,Grading,Rainy,Dry,Beginner,2.3,4152.0,72.8,6.55,29.3,137.5,34.1,73.3,50.2,76.7,26.5
T01274,2026-06-13 13:25:28,13,5,6,day,OP1034,EXC007,Excavator,Grading,Sunny,Dry,Beginner,1.3,7221.3,70.6,10.54,32.8,161.2,24.0,65.2,45.2,54.5,9.3
T01275,2026-05-25 13:07:46,13,0,5,day,OP1035,LDR004,Loader,Grading,Sunny,Wet,Beginner,2.8,5651.2,68.4,4.66,43.2,74.8,48.5,81.0,48.8,60.9,12.1
T01276,2026-02-10 06:53:55,6,1,2,day,OP1022,GRD001,Grader,Demolition,Foggy,Loose,Beginner,0.6,5200.6,63.9,13.15,15.8,278.0,29.9,66.7,111.3,152.7,41.4
T01277,2026-04-09 11:42:42,11,3,4,day,OP1042,EXC008,Excavator,Demolition,Sunny,Rocky,Beginner,1.3,3766.8,48.1,12.19,35.4,178.4,8.6,71.8,114.6,125.7,11.1
T01278,2025-08-21 18:19:28,18,3,8,night,OP1059,GRD002,Grader,Transfer,Sunny,Dry,Expert,22.2,4755.7,50.4,12.48,26.6,293.1,62,5,26.2,31.0,4.8
T01279,2026-08-27 09:21:38,9,3,8,day,OP1045,BCK004,Backhoe,Transfer,Rainy,Loose,Intermediate,6.5,5041.7,94.8,15.51,33.2,175.5,33.4,34.3,33.1,49.4,16.3
T01280,2026-08-12 12:51:31,12,2,8,day,OP1004,LDR004,Loader,Transfer,Windy,Loose,Intermediate,6.3,6227.8,69.4,3.43,32.8,28.0,21.0,35.7,30.0,34.0,4.0
T01281,2026-06-08 10:08:16,10,0,6,day,OP1050,DZR002,Dozer,Foundation Digging,Cloudy,Clay,Intermediate,7.7,6287.3,55.6,7.75,29.3,136.8,22.6,67.2,97.8,120.5,22.7
T01282,2025-12-09 03:52:03,3,1,12,night,OP1025,BCK002,Backhoe,Site Clearing,Sunny,Loose,Expert,17.0,5142.6,43.5,14.54,10.9,275.3,43.1,28.3,78.9,90.0,11.1
T01283,2025-12-11 08:37:17,8,3,12,day,OP1004,EXC004,Excavator,Site Clearing,Cloudy,Clay,Intermediate,6.3,3401.4,91.6,7.47,24.6,254.2,24.9,34.6,79.8,90.4,10.6
T01284,2025-09-11 14:29:08,14,3,9,day,OP1059,LDR003,Loader,Transfer,Windy,Wet,Expert,22.2,2722.0,82.2,7.94,30.6,144.9,53.9,32.3,30.2,34.1,3.9
T01285,2025-11-03 15:42:37,15,0,11,day,OP1046,DZR004,Dozer,Foundation Digging,Foggy,Loose,Beginner,2.1,3115.9,52.0,11.16,26.6,188.6,40.6,20.3,88.4,130.7,42.3
T01286,2026-09-16 10:04:48,10,2,9,day,OP1022,LDR001,Loader,Material Loading,Foggy,Loose,Beginner,0.6,6173.7,59.1,12.15,28.4,149.9,37.5,19.7,44.1,64.5,20.4
T01287,2026-04-01 21:21:58,21,2,4,night,OP1038,EXC001,Excavator,Site Clearing,Sunny,Wet,Beginner,2.4,5755.6,70.2,13.91,31.0,130.7,46.5,44.1,87.6,141.0,53.4
T01288,2025-09-22 13:11:58,13,0,9,day,OP1054,EXC007,Excavator,Earth Excavation,Sunny,Dry,Intermediate,5.0,5294.0,71.5,18.9,31.0,190.0,27.3,21.7,64.5,66.0,1.5
T01289,2025-02-27 12:31:33,12,3,2,day,OP1015,LDR003,Loader,Demolition,Sunny,Clay,Beginner,0.6,1290.6,56.2,13.92,25.0,247.8,22.6,82.0,96.8,128.8,32.0
T01290,2026-05-19 11:27:16,11,1,5,day,OP1042,EXC001,Excavator,Trenching,Sunny,Wet,Beginner,1.3,6103.0,55.9,19.05,36.1,204.8,31.3,12.3,62.6,57.4,-5.2
T01291,2026-02-24 20:23:52,20,1,2,night,OP1054,EXC003,Excavator,Earth Excavation,Foggy,Clay,Intermediate,5.0,4144.2,62.6,10.97,26.7,135.3,23.2,28.8,75.9,92.2,16.3
T01292,2025-06-03 19:36:51,19,1,6,night,OP1028,GRD003,Grader,Grading,Rainy,Loose,Beginner,1.6,1208.5,56.0,18.15,33.6,166.8,40.4,31.7,47.6,70.1,22.5
T01293,2025-06-04 11:32:28,11,2,6,day,OP1014,DZR001,Dozer,Grading,Rainy,Clay,Expert,21.2,1925.1,57.6,18.18,38.9,163.6,14.0,44.6,48.5,45.4,-3.1
T01294,2026-06-05 11:16:06,11,4,6,day,OP1045,DZR004,Dozer,Earth Excavation,Rainy,Wet,Intermediate,6.5,4676.7,74.9,23.91,30.2,74.5,29.0,64.9,82.6,100.3,17.7
T01295,2025-05-12 09:34:43,9,0,5,day,OP1031,DZR003,Dozer,Transfer,Sunny,Rocky,Expert,22.8,3037.2,65.5,10.26,45.5,156.5,33.0,45.5,30.4,41.6,11.2
T01296,2025-12-18 10:32:52,10,3,12,day,OP1058,LDR005,Loader,Site Clearing,Cloudy,Clay,Intermediate,3.3,2725.4,75.3,13.66,18.6,55.2,44.5,71.5,77.7,92.6,14.9
T01297,2025-05-21 21:15:23,21,2,5,night,OP1028,EXC002,Excavator,Earth Excavation,Windy,Rocky,Beginner,1.6,1182.6,68.6,8.21,38.1,109.6,38.8,14.4,75.3,122.2,46.9
T01298,2025-03-05 12:30:53,12,2,3,day,OP1050,EXC005,Excavator,Grading,Sunny,Dry,Intermediate,7.7,3250.3,61.5,9.91,26.7,124.7,10.6,57.0,39.1,39.3,0.2
T01299,2026-02-20 08:00:58,8,4,2,day,OP1015,EXC007,Excavator,Foundation Digging,Cloudy,Dry,Beginner,0.6,6394.7,68.0,11.65,20.5,164.1,27.9,24.2,89.3,127.2,37.9
T01300,2026-04-10 10:22:43,10,4,4,day,OP1017,BCK003,Backhoe,Transfer,Sunny,Loose,Expert,13.3,4710.9,61.7,10.76,39.1,161.4,26.2,34.9,27.4,36.9,9.5
T01301,2026-03-21 00:51:47,0,5,3,night,OP1059,DZR003,Dozer,Demolition,Sunny,Loose,Expert,22.2,5319.4,65.4,12.68,22.5,249.4,56.8,99.6,102.8,124.9,22.1
T01302,2026-05-20 14:46:17,14,2,5,day,OP1013,BCK002,Backhoe,Demolition,Cloudy,Rocky,Expert,18.9,6328.5,58.9,5.56,30.7,10,5,8.1,129.6,130.1,0.5
T01303,2025-12-29 08:35:35,8,0,12,day,OP1002,BCK002,Backhoe,Transfer,Cloudy,Clay,Expert,18.3,5290.0,76.2,14.03,9.1,108.8,40.8,95.9,30.2,39.6,9.4
T01304,2025-11-01 14:44:41,14,5,11,day,OP1047,DZR001,Dozer,Site Clearing,Windy,Dry,Beginner,2.8,3021.1,90.0,11.99,18.8,81.4,54.0,72.2,72.8,111.7,38.9
T01305,2025-01-15 08:10:17,8,2,1,day,OP1012,GRD003,Grader,Grading,Cloudy,Loose,Beginner,1.4,190.4,80.9,8.52,9.6,147.6,53.1,66.2,41.1,60.6,19.5
T01306,2025-02-08 07:35:33,7,5,2,day,OP1036,LDR004,Loader,Trenching,Cloudy,Wet,Intermediate,3.3,2211.2,50.2,9.73,18.9,210.5,5,22.6,56.4,54.7,-1.7
T01307,2026-07-14 13:46:29,13,1,7,day,OP1044,BCK002,Backhoe,Grading,Windy,Loose,Beginner,1.1,6729.7,50.5,10.12,25.5,171.5,32.8,22.3,51.5,64.6,13.1
T01308,2025-07-23 08:03:01,8,2,7,day,OP1030,LDR001,Loader,Material Loading,Rainy,Loose,Intermediate,4.1,3107.1,54.9,7.16,37.0,240.6,15.3,35.9,39.3,48.0,8.7
T01309,2025-04-11 13:37:36,13,4,4,day,OP1003,GRD003,Grader,Trenching,Cloudy,Rocky,Expert,20.4,819.8,79.5,14.13,36.8,108.0,7.9,28.9,61.3,55.2,-6.1
T01310,2026-07-25 14:29:26,14,5,7,day,OP1027,DZR002,Dozer,Grading,Cloudy,Rocky,Intermediate,6.2,6631.7,98,12.22,20.5,169.7,24.9,87.4,56.6,49.4,-7.2
T01311,2025-11-08 19:56:40,19,5,11,night,OP1028,EXC001,Excavator,Demolition,Cloudy,Clay,Beginner,1.6,4703.9,66.7,10.41,28.8,152.9,45.3,35.1,108.5,186.5,78.0
T01312,2025-10-14 00:04:39,0,1,10,night,OP1005,DZR001,Dozer,Transfer,Windy,Rocky,Expert,18.5,2885.2,90.3,9.49,24.8,10,25.0,25.4,31.6,34.6,3.0
T01313,2025-05-06 03:32:04,3,1,5,night,OP1014,LDR001,Loader,Grading,Rainy,Clay,Expert,21.2,2536.4,61.1,16.16,42.3,166.2,25.4,83.8,49.9,59.7,9.8
T01314,2026-04-29 06:42:01,6,2,4,day,OP1044,EXC005,Excavator,Material Loading,Rainy,Wet,Beginner,1.1,6314.5,77.2,3.44,35.4,167.9,28.2,52.8,51.6,56.1,4.5
T01315,2025-11-10 07:04:46,7,0,11,day,OP1055,BCK003,Backhoe,Grading,Cloudy,Wet,Expert,12.2,3607.6,78.1,12.25,17.9,277.0,42.9,20.1,46.6,50.7,4.1
T01316,2025-05-13 10:13:40,10,1,5,day,OP1044,GRD002,Grader,Trenching,Windy,Loose,Beginner,1.1,4023.3,60.9,11.83,34.9,78.1,42.6,37.2,57.0,95.2,38.2
T01317,2025-03-10 23:01:09,23,0,3,night,OP1053,GRD003,Grader,Material Loading,Sunny,Clay,Intermediate,7.0,589.1,65.3,17.4,23.2,67.4,25.6,81.4,35.2,41.9,6.7
T01318,2026-09-11 11:00:05,11,4,9,day,OP1029,BCK001,Backhoe,Demolition,Cloudy,Clay,Intermediate,8.7,7557.9,41.3,18.84,29.5,217.9,41.9,61.3,119.9,143.0,23.1
T01319,2026-04-01 23:19:38,23,2,4,night,OP1036,DZR003,Dozer,Earth Excavation,Windy,Rocky,Intermediate,3.3,5406.6,46.4,12.89,27.7,202.3,5,70.0,90.1,107.5,17.4
T01320,2025-09-08 12:55:38,12,0,9,day,OP1030,BCK002,Backhoe,Site Clearing,Cloudy,Dry,Intermediate,4.1,4473.7,64.5,11.29,23.8,223.6,21.3,37.9,75.6,83.8,8.2
T01321,2026-01-15 08:38:04,8,3,1,day,OP1025,EXC002,Excavator,Trenching,Cloudy,Wet,Expert,17.0,2923.5,75.5,5.48,19.1,124.2,50.1,64.7,57.3,61.7,4.4
T01322,2026-04-13 13:18:20,13,0,4,day,OP1041,DZR001,Dozer,Grading,Cloudy,Dry,Intermediate,4.3,4210.5,89.3,10.06,33.4,117.4,18.6,32.8,41.8,47.4,5.6
T01323,2026-01-06 10:25:37,10,1,1,day,OP1012,EXC002,Excavator,Earth Excavation,Sunny,Wet,Beginner,1.4,2858.3,81.3,12.17,23.4,159.1,46.1,48.3,67.1,114.2,47.1
T01324,2026-01-23 08:21:45,8,4,1,day,OP1001,DZR004,Dozer,Site Clearing,Sunny,Dry,Expert,13.7,3704.9,56.6,14.09,21.9,173.5,30.4,59.1,71.3,70.5,-0.8
T01325,2026-04-16 00:06:01,0,3,4,night,OP1030,DZR001,Dozer,Transfer,Sunny,Loose,Intermediate,4.1,4228.4,77.6,16.62,27.3,229.0,16.1,31.9,26.9,33.3,6.4
T01326,2026-04-30 21:58:17,21,3,4,night,OP1050,DZR002,Dozer,Grading,Windy,Rocky,Intermediate,7.7,6006.2,77.7,15.6,31.2,199.5,28.6,77.0,57.0,62.0,5.0
T01327,2025-12-16 15:37:25,15,1,12,day,OP1020,LDR002,Loader,Foundation Digging,Windy,Wet,Intermediate,8.4,2724.3,70.4,11.74,15.3,206.7,25.3,19.8,92.9,114.2,21.3
T01328,2025-05-07 09:07:52,9,2,5,day,OP1015,EXC004,Excavator,Foundation Digging,Foggy,Loose,Beginner,0.6,1810.2,98,10.92,40.4,162.6,26.2,85.4,89.7,116.2,26.5
T01329,2025-10-08 08:57:48,8,2,10,day,OP1015,DZR003,Dozer,Grading,Cloudy,Wet,Beginner,0.6,4124.7,64.3,4.14,27.4,314.3,26.1,41.3,47.5,57.2,9.7
T01330,2025-09-29 06:40:33,6,0,9,day,OP1017,EXC002,Excavator,Foundation Digging,Rainy,Wet,Expert,13.3,2134.5,67.0,8.75,28.5,156.8,27.7,49.4,106.8,109.9,3.1
T01331,2026-04-29 14:31:04,14,2,4,day,OP1031,LDR003,Loader,Transfer,Cloudy,Clay,Expert,22.8,4401.0,46.4,7.35,28.8,153.8,17.5,47.0,29.3,31.9,2.6
T01332,2025-05-17 14:34:23,14,5,5,day,OP1051,LDR003,Loader,Foundation Digging,Sunny,Dry,Expert,11.2,1867.9,63.9,19.57,33.3,251.5,47.8,21.4,75.0,75.7,0.7
T01333,2026-01-14 08:37:18,8,2,1,day,OP1027,EXC007,Excavator,Trenching,Sunny,Loose,Intermediate,6.2,6124.8,68.3,6.02,21.8,255.8,27.8,27.9,57.7,69.9,12.2
T01334,2026-09-03 11:50:45,11,3,9,day,OP1058,EXC007,Excavator,Earth Excavation,Cloudy,Wet,Intermediate,3.3,7819.4,63.0,13.23,29.4,279.6,31.0,24.0,82.6,90.4,7.8
T01335,2025-09-28 00:59:15,0,6,9,night,OP1027,EXC004,Excavator,Grading,Sunny,Clay,Intermediate,6.2,2858.9,59.7,4.36,32.3,85.6,38.5,63.2,42.4,44.3,1.9
T01336,2026-03-25 09:29:45,9,2,3,day,OP1015,LDR003,Loader,Foundation Digging,Windy,Wet,Beginner,0.6,4144.0,39.7,2.9,23.2,102.9,34.0,57.2,96.5,118.4,21.9
T01337,2026-02-18 14:08:06,14,2,2,day,OP1005,GRD003,Grader,Material Loading,Cloudy,Dry,Expert,18.5,3104.9,49.0,17.97,15.7,64.1,47.1,11.0,33.8,34.4,0.6
T01338,2025-08-18 06:36:50,6,0,8,day,OP1045,GRD001,Grader,Foundation Digging,Cloudy,Clay,Intermediate,6.5,3915.7,81.6,14.27,30.8,37.8,25.3,44.5,89.8,101.9,12.1
T01339,2026-07-21 11:19:58,11,1,7,day,OP1048,LDR003,Loader,Earth Excavation,Rainy,Loose,Beginner,2.2,5005.9,57.9,15.37,29.9,78.3,16.8,61.7,76.4,91.6,15.2
T01340,2025-05-14 12:27:05,12,2,5,day,OP1058,EXC007,Excavator,Site Clearing,Rainy,Dry,Intermediate,3.3,4337.5,78.8,13.79,33.8,165.7,46.0,71.9,84.4,108.8,24.4
T01341,2025-10-03 03:45:09,3,4,10,night,OP1046,EXC006,Excavator,Demolition,Sunny,Wet,Beginner,2.1,4574.1,50.6,12.88,24.0,133.7,27.7,21.5,108.6,142.1,33.5
T01342,2025-10-13 09:15:29,9,0,10,day,OP1001,EXC004,Excavator,Trenching,Cloudy,Rocky,Expert,13.7,2970.9,78.8,11.39,27.4,50.1,37.0,52.4,62.5,59.3,-3.2
T01343,2025-01-14 09:14:58,9,1,1,day,OP1027,LDR004,Loader,Trenching,Sunny,Clay,Intermediate,6.2,2029.2,72.5,3.97,16.7,339.3,40.8,89.1,52.8,71.8,19.0
T01344,2025-03-24 22:48:27,22,0,3,night,OP1021,LDR002,Loader,Material Loading,Sunny,Rocky,Intermediate,4.3,777.4,68.6,7.17,33.1,82.3,47.4,37.4,39.7,55.5,15.8
T01345,2026-01-20 12:15:39,12,1,1,day,OP1012,BCK004,Backhoe,Material Loading,Sunny,Wet,Beginner,1.4,3443.9,84.7,6.62,18.2,212.2,53.8,27.1,37.9,72.8,34.9
T01346,2025-04-26 07:09:19,7,5,4,day,OP1005,BCK001,Backhoe,Grading,Cloudy,Dry,Expert,18.5,3884.9,47.1,11.8,36.6,82.4,38.3,48.6,41.3,39.3,-2.0
T01347,2025-08-18 08:06:55,8,0,8,day,OP1052,LDR002,Loader,Grading,Foggy,Rocky,Intermediate,5.8,1846.0,84.0,17.83,32.0,99.2,26.2,105.6,53.0,51.8,-1.2
T01348,2025-12-15 08:40:43,8,0,12,day,OP1036,EXC006,Excavator,Foundation Digging,Foggy,Wet,Intermediate,3.3,5108.5,65.4,8.11,14.5,160.7,15.0,65.7,101.0,101.5,0.5
T01349,2026-09-23 03:53:23,3,2,9,night,OP1039,LDR001,Loader,Transfer,Windy,Dry,Expert,10.2,6223.0,85.8,18.55,30.0,58.7,9.5,73.0,28.6,28.8,0.2
T01350,2025-11-10 14:04:30,14,0,11,day,OP1034,EXC007,Excavator,Earth Excavation,Sunny,Clay,Beginner,1.3,5652.0,56.9,14.51,24.1,212.6,5,95.8,71.8,94.6,22.8
T01351,2026-06-08 11:59:35,11,0,6,day,OP1040,GRD002,Grader,Demolition,Rainy,Loose,Intermediate,8.2,6878.1,54.2,14.9,32.7,59.3,42.1,57.7,128.7,161.7,33.0
T01352,2025-04-14 15:38:34,15,0,4,day,OP1014,DZR004,Dozer,Demolition,Rainy,Loose,Expert,21.2,1633.9,79.0,13.24,36.2,76.4,23.6,67.9,116.2,116.0,-0.2
T01353,2025-04-30 12:42:22,12,2,4,day,OP1017,GRD002,Grader,Material Loading,Sunny,Wet,Expert,13.3,3929.1,67.3,20.8,36.8,10,17.7,83.1,38.6,31.9,-6.7
T01354,2026-05-08 23:52:19,23,4,5,night,OP1015,DZR003,Dozer,Site Clearing,Sunny,Wet,Beginner,0.6,5676.8,47.8,10.75,41.0,191.8,23.7,30.3,87.4,147.6,60.2
T01355,2025-06-10 15:48:29,15,1,6,day,OP1044,EXC008,Excavator,Site Clearing,Windy,Loose,Beginner,1.1,1556.2,74.0,4.95,31.8,244.1,23.2,73.1,74.8,82.9,8.1
T01356,2026-05-07 02:42:52,2,3,5,night,OP1043,LDR005,Loader,Grading,Sunny,Rocky,Expert,19.0,3745.0,93.5,17.65,39.2,210.1,18.9,69.6,49.5,45.8,-3.7
T01357,2025-01-08 00:30:58,0,2,1,night,OP1033,LDR004,Loader,Material Loading,Windy,Loose,Expert,17.2,1982.7,74.6,11.08,13.3,121.3,34.0,42.5,36.2,40.8,4.6
T01358,2025-12-08 12:03:09,12,0,12,day,OP1026,DZR004,Dozer,Foundation Digging,Windy,Wet,Beginner,2.3,3370.2,88.5,9.82,18.5,106.9,27.0,87.7,96.9,123.8,26.9
T01359,2025-09-26 02:53:15,2,4,9,night,OP1020,LDR001,Loader,Site Clearing,Rainy,Loose,Intermediate,8.4,3580.1,83.7,13.22,31.9,187.4,19.7,67.3,84.9,91.5,6.6
T01360,2026-08-12 20:50:00,20,2,8,night,OP1032,LDR004,Loader,Demolition,Rainy,Wet,Intermediate,3.9,6230.2,59.6,10.43,38.1,105.2,43.6,30.2,140.5,161.7,21.2
T01361,2025-10-18 10:47:27,10,5,10,day,OP1036,DZR003,Dozer,Demolition,Sunny,Wet,Intermediate,3.3,4198.3,74.2,7.29,35.9,178.3,11.6,50.2,107.1,99.1,-8.0
T01362,2025-09-10 11:59:11,11,2,9,day,OP1051,EXC002,Excavator,Earth Excavation,Rainy,Rocky,Expert,11.2,1997.4,43.3,8.05,29.5,195.6,35.2,87.6,85.8,87.9,2.1
T01363,2026-02-07 10:22:15,10,5,2,day,OP1016,LDR003,Loader,Material Loading,Windy,Wet,Beginner,2.9,3808.4,64.3,17.69,25.0,167.6,48.9,47.7,41.4,59.5,18.1
T01364,2025-03-29 08:38:37,8,5,3,day,OP1020,GRD002,Grader,Site Clearing,Rainy,Dry,Intermediate,8.4,3694.3,80.9,6.24,32.4,89.0,25.3,25.4,86.6,90.3,3.7
T01365,2026-06-24 20:56:51,20,2,6,night,OP1028,EXC003,Excavator,Demolition,Rainy,Loose,Beginner,1.6,5020.3,80.8,3.37,25.4,136.4,40.3,65.5,121.2,170.3,49.1
T01366,2026-04-08 07:41:08,7,2,4,day,OP1040,EXC001,Excavator,Site Clearing,Rainy,Rocky,Intermediate,8.2,5802.5,93.5,10.29,23.9,137.9,30.7,28.5,112.8,128.5,15.7
T01367,2025-08-15 15:06:20,15,4,8,day,OP1055,EXC001,Excavator,Site Clearing,Cloudy,Loose,Expert,12.2,4082.0,51.0,2.18,28.6,223.0,36.9,49.6,78.2,82.7,4.5
T01368,2026-08-07 14:42:33,14,4,8,day,OP1014,GRD001,Grader,Trenching,Cloudy,Clay,Expert,21.2,6502.3,79.9,9.84,29.3,205.6,26.7,93.6,63.1,58.7,-4.4
T01369,2025-07-23 20:27:10,20,2,7,night,OP1033,DZR003,Dozer,Grading,Windy,Dry,Expert,17.2,3566.1,64.2,8.23,24.5,10,19.0,38.1,42.5,45.0,2.5
T01370,2026-03-19 12:49:28,12,3,3,day,OP1001,EXC005,Excavator,Site Clearing,Cloudy,Wet,Expert,13.7,6017.1,98,7.57,25.9,177.2,37.1,57.8,91.1,96.0,4.9
T01371,2026-02-20 02:06:56,2,4,2,night,OP1004,GRD002,Grader,Demolition,Rainy,Dry,Intermediate,6.3,6086.7,50.0,6.89,30.2,120.8,17.3,59.1,118.1,129.8,11.7
T01372,2025-09-08 19:11:48,19,0,9,night,OP1015,LDR002,Loader,Trenching,Rainy,Dry,Beginner,0.6,2002.7,23.2,12.6,28.6,138.2,25.9,99.8,59.4,71.2,11.8
T01373,2025-07-11 12:10:50,12,4,7,day,OP1024,GRD002,Grader,Transfer,Rainy,Wet,Beginner,1.5,4454.6,66.0,14.95,38.7,41.9,19.9,70.6,36.8,88.5,51.7
T01374,2025-12-24 19:06:33,19,2,12,night,OP1016,EXC003,Excavator,Site Clearing,Windy,Rocky,Beginner,2.9,3691.2,92.2,14.78,13.0,125.5,41.0,89.0,97.3,138.5,41.2
T01375,2025-05-06 00:15:44,0,1,5,night,OP1057,BCK004,Backhoe,Foundation Digging,Sunny,Clay,Beginner,2.8,1549.6,94.2,9.05,35.8,214.4,11.6,77.2,82.5,119.8,37.3
T01376,2025-08-13 07:12:29,7,2,8,day,OP1027,GRD003,Grader,Demolition,Cloudy,Dry,Intermediate,6.2,1723.1,81.4,20.22,25.7,78.4,28.7,45.6,90.6,101.5,10.9
T01377,2025-04-26 14:58:40,14,5,4,day,OP1057,BCK003,Backhoe,Material Loading,Sunny,Rocky,Beginner,2.8,2164.6,88.4,8.95,37.4,168.4,14.8,7.6,39.7,50.1,10.4
T01378,2026-04-30 13:52:33,13,3,4,day,OP1054,GRD003,Grader,Foundation Digging,Foggy,Dry,Intermediate,5.0,3623.1,66.1,2.93,27.4,147.9,26.5,38.8,86.0,86.6,0.6
T01379,2026-03-02 13:39:38,13,0,3,day,OP1036,BCK001,Backhoe,Transfer,Sunny,Wet,Intermediate,3.3,6149.8,73.1,17.41,27.5,117.7,19.1,63.1,31.4,39.3,7.9
T01380,2026-07-13 19:39:40,19,0,7,night,OP1023,EXC003,Excavator,Demolition,Cloudy,Dry,Beginner,2.1,5158.7,98,17.07,24.5,55.4,49.2,79.0,100.3,155.0,54.7
T01381,2025-08-11 10:19:49,10,0,8,day,OP1023,LDR002,Loader,Transfer,Cloudy,Loose,Beginner,2.1,1795.6,50.8,7.12,29.1,245.3,47.3,71.5,26.0,40.9,14.9
T01382,2026-04-15 14:26:59,14,2,4,day,OP1028,EXC005,Excavator,Grading,Cloudy,Loose,Beginner,1.6,6214.7,63.4,2.32,24.0,199.3,40.9,53.2,47.2,62.2,15.0
T01383,2025-06-07 19:35:45,19,5,6,night,OP1038,EXC001,Excavator,Trenching,Foggy,Wet,Beginner,2.4,3579.6,69.3,9.44,33.5,283.9,35.1,67.8,64.0,94.3,30.3
T01384,2026-02-03 13:16:48,13,1,2,day,OP1017,DZR004,Dozer,Site Clearing,Windy,Clay,Expert,13.3,3786.7,90.8,10.56,24.1,173.4,22.4,18.1,80.6,79.1,-1.5
T01385,2026-06-16 08:35:01,8,1,6,day,OP1023,EXC003,Excavator,Foundation Digging,Rainy,Dry,Beginner,2.1,4958.2,57.8,12.19,35.5,253.0,32.6,88.9,102.5,149.9,47.4
T01386,2026-05-14 21:29:03,21,3,5,night,OP1045,BCK002,Backhoe,Material Loading,Cloudy,Wet,Intermediate,6.5,6286.7,86.4,7.53,34.0,50.6,33.9,26.9,43.3,48.5,5.2
T01387,2025-09-23 09:53:30,9,1,9,day,OP1003,DZR001,Dozer,Site Clearing,Rainy,Rocky,Expert,20.4,2734.9,44.3,6.4,26.8,152.3,5,75.1,101.0,103.6,2.6
T01388,2025-12-06 14:21:06,14,5,12,day,OP1031,LDR003,Loader,Material Loading,Sunny,Rocky,Expert,22.8,3349.7,65.3,1.5,16.9,167.5,20.4,14.8,41.0,40.7,-0.3
T01389,2026-07-06 19:05:53,19,0,7,night,OP1044,EXC003,Excavator,Demolition,Foggy,Loose,Beginner,1.1,5107.4,30.9,13.7,26.4,212.6,36.4,25.1,111.8,167.0,55.2
T01390,2025-11-21 09:43:01,9,4,11,day,OP1021,EXC003,Excavator,Site Clearing,Rainy,Loose,Intermediate,4.3,3447.4,76.8,6.46,22.3,197.6,29.6,70.5,89.7,99.6,9.9
T01391,2026-08-31 18:50:41,18,0,8,night,OP1008,LDR005,Loader,Grading,Windy,Dry,Beginner,1.2,4596.7,56.7,4.65,31.2,161.5,36.9,40.6,43.8,53.8,10.0
T01392,2025-07-24 10:14:58,10,3,7,day,OP1004,GRD002,Grader,Demolition,Rainy,Dry,Intermediate,6.3,4548.9,62.4,19.42,37.9,10,20.8,59.1,118.3,136.3,18.0
T01393,2025-09-24 08:36:34,8,2,9,day,OP1051,DZR004,Dozer,Foundation Digging,Rainy,Loose,Expert,11.2,2821.7,78.4,10.67,32.9,222.7,45.7,32.9,96.4,101.7,5.3
T01394,2025-11-21 02:17:26,2,4,11,night,OP1026,BCK001,Backhoe,Material Loading,Cloudy,Dry,Beginner,2.3,5409.1,51.9,5.5,18.4,216.0,28.3,31.8,36.8,26.2,-10.6
T01395,2026-02-26 13:27:14,13,3,2,day,OP1060,BCK002,Backhoe,Material Loading,Windy,Rocky,Expert,10.8,5722.2,60.8,18.98,20.8,224.2,20.8,46.2,47.0,42.3,-4.7
T01396,2026-01-22 07:07:15,7,3,1,day,OP1011,LDR005,Loader,Material Loading,Cloudy,Wet,Intermediate,6.7,2979.8,64.9,5.66,21.6,157.6,37.5,35.7,38.3,46.0,7.7
T01397,2026-02-19 13:52:02,13,3,2,day,OP1037,BCK003,Backhoe,Trenching,Cloudy,Dry,Expert,24.1,4347.0,74.0,16.33,17.3,185.8,39.6,78.6,53.1,58.1,5.0
T01398,2025-12-01 07:59:02,7,0,12,day,OP1049,BCK002,Backhoe,Grading,Cloudy,Rocky,Beginner,0.8,5085.4,55.4,6.53,15.6,174.5,39.9,65.2,53.6,92.8,39.2
T01399,2025-09-13 09:13:57,9,5,9,day,OP1050,DZR001,Dozer,Transfer,Rainy,Dry,Intermediate,7.7,2661.7,83.2,0.83,27.9,73.3,21.9,65.7,29.2,34.8,5.6
T01400,2025-10-20 07:20:50,7,0,10,day,OP1014,LDR004,Loader,Transfer,Cloudy,Dry,Expert,21.2,4065.3,63.8,17.14,27.0,111.6,10.2,93.6,26.3,18.4,-7.9
T01401,2025-11-14 10:57:59,10,4,11,day,OP1012,LDR004,Loader,Site Clearing,Cloudy,Clay,Beginner,1.4,4248.9,79.8,11.6,21.4,203.7,56.8,84.4,82.4,112.6,30.2
T01402,2025-09-18 09:18:43,9,3,9,day,OP1016,EXC005,Excavator,Site Clearing,Foggy,Rocky,Beginner,2.9,4687.4,60.8,8.27,22.8,57.0,45.0,85.8,98.7,139.8,41.1
T01403,2026-05-01 13:55:38,13,4,5,day,OP1059,DZR004,Dozer,Demolition,Cloudy,Dry,Expert,22.2,4422.0,54.8,11.54,38.7,268.1,46.8,62.6,97.6,107.6,10.0
T01404,2026-06-20 07:11:10,7,5,6,day,OP1047,DZR003,Dozer,Transfer,Rainy,Wet,Beginner,2.8,5985.7,68.8,8.69,36.0,198.4,31.8,41.0,36.4,35.2,-1.2
